CODMES,CODPROD,DESC_PROD,UBICA,PRE_REG,PRE_OFE,PCT_DSCTO,UN_ESTIMADAS,UN_DEMANDADAS,TRAF_TDA_CLI,TIPO_CAMB,MAPE
201802,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,57,35.9,0.37,1381,4109,140209,2.554,0.664
201803,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,57,39.9,0.3,4109,506,137783,2.572,7.121
201804,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,59,34.9,0.41,506,6732,138996,2.587,0.925
201805,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,59,40.9,0.31,6732,1925,132480,2.594,2.497
201807,117019234,VELA PERFUMADA 2 GRANDE,Centro de Anaquel,59,28.9,0.51,1925,14634,144259,2.621,0.868
201808,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,59,35.9,0.39,14634,5045,135043,2.629,1.901
201809,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,59,45.9,0.22,5045,871,144582,2.716,4.792
201810,117019234,VELA PERFUMADA 2 GRANDE,Centro de Anaquel,59,28.9,0.51,871,9872,144188,2.771,0.912
201812,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,59,39.9,0.32,9872,2797,144560,2.794,2.529
201901,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,59,34.9,0.41,2797,4394,149276,2.81,0.363
201903,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,59,39.9,0.32,4394,2551,139525,2.776,0.722
201904,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,59,34.9,0.41,2551,4837,137034,2.771,0.473
201905,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,59,40.9,0.31,4837,5,138018,2.802,966.4
201908,117019234,VELA PERFUMADA 2 GRANDE,Centro de Anaquel,59,28.9,0.51,5,15048,119003,2.811,1
201909,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,59,35.9,0.39,15048,2830,116299,2.821,4.317
201910,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,65,35.9,0.45,2830,4090,118188,2.806,0.308
201912,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,65,45.9,0.29,4090,1972,119694,2.798,1.074
202002,117019234,VELA PERFUMADA 2 GRANDE,Centro de Anaquel,65,32.9,0.49,1972,2964,118552,2.824,0.335
202002,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,65,45.9,0.29,2964,236,118552,2.824,11.559
202003,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,65,39.95,0.39,236,2399,129348,2.83,0.902
202003,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,65,42.9,0.34,2399,1245,129348,2.83,0.927
202004,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,65,39.9,0.39,1245,3134,132351,2.836,0.603
202006,117019234,VELA PERFUMADA 2 GRANDE,Centro de Anaquel,65,34.9,0.46,3134,2582,135748,2.848,0.214
202007,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,65,39.9,0.39,2582,2833,139501,2.854,0.089
202008,117019234,VELA PERFUMADA 2 GRANDE,Centro de Anaquel,65,34.9,0.46,2833,2415,141185,2.86,0.173
202009,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,65,45.9,0.29,2415,2427,142949,2.866,0.005
202010,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,65,39.9,0.39,2427,2848,145019,2.872,0.148
202012,117019234,VELA PERFUMADA 2 GRANDE,Nivel Alto Anaquel,65,44.9,0.31,2848,2032,143754,2.884,0.402
201801,125019230,VELA PERFUMADA 10 GRANDE,Cabecera de Gondola,115,54.9,0.52,2032,9988,125771,2.551,0.797
201802,125019230,VELA PERFUMADA 10 GRANDE,Nivel Alto Anaquel,115,79.9,0.31,9988,407,140209,2.554,23.541
201804,125019230,VELA PERFUMADA 10 GRANDE,Nivel Alto Anaquel,118,80.9,0.31,407,1217,138996,2.587,0.666
201805,125019230,VELA PERFUMADA 10 GRANDE,Nivel Alto Anaquel,118,70.9,0.4,1217,1547,132480,2.594,0.213
201807,125019230,VELA PERFUMADA 10 GRANDE,Centro de Anaquel,118,58.9,0.5,1547,6108,144259,2.621,0.747
201808,125019230,VELA PERFUMADA 10 GRANDE,Cabecera de Gondola,118,55.9,0.53,6108,12052,135043,2.629,0.493
201809,125019230,VELA PERFUMADA 10 GRANDE,Nivel Alto Anaquel,118,82.9,0.3,12052,890,144582,2.716,12.542
201902,125019230,VELA PERFUMADA 10 GRANDE,Centro de Anaquel,118,58.9,0.5,890,8768,139074,2.772,0.898
201904,125019230,VELA PERFUMADA 10 GRANDE,Nivel Alto Anaquel,118,76.9,0.35,8768,272,137034,2.771,31.235
201906,125019230,VELA PERFUMADA 10 GRANDE,Nivel Alto Anaquel,118,75.9,0.36,272,1707,131891,2.79,0.841
201907,125019230,VELA PERFUMADA 10 GRANDE,Cabecera de Gondola,118,54.9,0.53,1707,9110,117980,2.791,0.813
201908,125019230,VELA PERFUMADA 10 GRANDE,Centro de Anaquel,118,58.9,0.5,9110,3579,119003,2.811,1.545
201908,125019230,VELA PERFUMADA 10 GRANDE,Cabecera de Gondola,118,54.9,0.53,3579,0,119003,2.811,0
201909,125019230,VELA PERFUMADA 10 GRANDE,Centro de Anaquel,118,58.9,0.5,0,4344,116299,2.821,1
201910,125019230,VELA PERFUMADA 10 GRANDE,Nivel Alto Anaquel,120,72.9,0.39,4344,1107,118188,2.806,2.924
201912,125019230,VELA PERFUMADA 10 GRANDE,Nivel Alto Anaquel,120,84.9,0.29,1107,794,119694,2.798,0.394
202001,125019230,VELA PERFUMADA 10 GRANDE,Nivel Alto Anaquel,120,74.9,0.38,794,1719,127615,2.81,0.538
202003,125019230,VELA PERFUMADA 10 GRANDE,Nivel Alto Anaquel,120,82.9,0.31,1719,1252,129348,2.83,0.373
202004,125019230,VELA PERFUMADA 10 GRANDE,Centro de Anaquel,120,58.9,0.51,1252,972,132351,2.836,0.288
202006,125019230,VELA PERFUMADA 10 GRANDE,Cabecera de Gondola,120,55.9,0.53,972,10742,135748,2.848,0.91
202007,125019230,VELA PERFUMADA 10 GRANDE,Nivel Alto Anaquel,120,72.9,0.39,10742,1789,139501,2.854,5.004
202008,125019230,VELA PERFUMADA 10 GRANDE,Nivel Alto Anaquel,120,69.9,0.42,1789,1781,141185,2.86,0.004
202010,125019230,VELA PERFUMADA 10 GRANDE,Nivel Alto Anaquel,120,69.9,0.42,1781,1813,145019,2.872,0.018
202011,125019230,VELA PERFUMADA 10 GRANDE,Cabecera de Gondola,120,54.9,0.54,1813,11056,147122,2.878,0.836
201801,127019010,VELA PERFUMADA 6 GRANDE,Nivel Alto Anaquel,140,79.9,0.43,11056,1651,125771,2.551,5.697
201802,127019010,VELA PERFUMADA 6 GRANDE,Centro de Anaquel,140,74.9,0.47,1651,2928,140209,2.554,0.436
201803,127019010,VELA PERFUMADA 6 GRANDE,Nivel Alto Anaquel,140,89.9,0.36,2928,461,137783,2.572,5.351
201805,127019010,VELA PERFUMADA 6 GRANDE,Nivel Alto Anaquel,145,86.9,0.4,461,1785,132480,2.594,0.742
201806,127019010,VELA PERFUMADA 6 GRANDE,Cabecera de Gondola,145,65.9,0.55,1785,14280,147994,2.586,0.875
201807,127019010,VELA PERFUMADA 6 GRANDE,Nivel Alto Anaquel,145,100.9,0.3,14280,882,144259,2.621,15.19
201808,127019010,VELA PERFUMADA 6 GRANDE,Nivel Alto Anaquel,145,100.9,0.3,882,684,135043,2.629,0.289
201809,127019010,VELA PERFUMADA 6 GRANDE,Nivel Alto Anaquel,145,110.9,0.24,684,84,144582,2.716,7.143
201810,127019010,VELA PERFUMADA 6 GRANDE,Centro de Anaquel,145,69.9,0.52,84,5845,144188,2.771,0.986
201811,127019010,VELA PERFUMADA 6 GRANDE,Cabecera de Gondola,145,65.9,0.55,5845,9756,148618,2.775,0.401
201812,127019010,VELA PERFUMADA 6 GRANDE,Nivel Alto Anaquel,145,86.9,0.4,9756,1506,144560,2.794,5.478
201902,127019010,VELA PERFUMADA 6 GRANDE,Centro de Anaquel,145,69.9,0.52,1506,3736,139074,2.772,0.597
201904,127019010,VELA PERFUMADA 6 GRANDE,Nivel Alto Anaquel,145,83.9,0.42,3736,1181,137034,2.771,2.163
201906,127019010,VELA PERFUMADA 6 GRANDE,Nivel Alto Anaquel,145,86.9,0.4,1181,1279,131891,2.79,0.077
201907,127019010,VELA PERFUMADA 6 GRANDE,Nivel Alto Anaquel,145,85.9,0.41,1279,1186,117980,2.791,0.078
201908,127019010,VELA PERFUMADA 6 GRANDE,Nivel Alto Anaquel,145,99.9,0.31,1186,712,119003,2.811,0.666
201910,127019010,VELA PERFUMADA 6 GRANDE,Nivel Alto Anaquel,145,88.9,0.39,712,1398,118188,2.806,0.491
201911,127019010,VELA PERFUMADA 6 GRANDE,Nivel Alto Anaquel,145,99.9,0.31,1398,912,119271,2.808,0.533
202001,127019010,VELA PERFUMADA 6 GRANDE,Nivel Alto Anaquel,145,89.9,0.38,912,1090,127615,2.81,0.163
202002,127019010,VELA PERFUMADA 6 GRANDE,Nivel Alto Anaquel,145,99.9,0.31,1090,702,118552,2.824,0.553
202003,127019010,VELA PERFUMADA 6 GRANDE,Nivel Alto Anaquel,145,99.9,0.31,702,743,129348,2.83,0.055
202004,127019010,VELA PERFUMADA 6 GRANDE,Cabecera de Gondola,145,65.9,0.55,743,13601,132351,2.836,0.945
202005,127019010,VELA PERFUMADA 6 GRANDE,Centro de Anaquel,145,72.9,0.5,13601,1660,136865,2.842,7.193
202007,127019010,VELA PERFUMADA 6 GRANDE,Nivel Alto Anaquel,145,89.9,0.38,1660,1329,139501,2.854,0.249
202010,127019010,VELA PERFUMADA 6 GRANDE,Nivel Alto Anaquel,145,89.9,0.38,1329,1387,145019,2.872,0.042
201802,137019050,VELA PERFUMADA 1 CHICA,Nivel Alto Anaquel,66,44.9,0.32,1387,1852,140209,2.554,0.251
201803,137019050,VELA PERFUMADA 1 CHICA,Nivel Alto Anaquel,66,39.9,0.4,1852,914,137783,2.572,1.026
201805,137019050,VELA PERFUMADA 1 CHICA,Nivel Alto Anaquel,71,42.9,0.4,914,490,132480,2.594,0.865
201806,137019050,VELA PERFUMADA 1 CHICA,Centro de Anaquel,71,34.9,0.51,490,5170,147994,2.586,0.905
201807,137019050,VELA PERFUMADA 1 CHICA,Nivel Alto Anaquel,71,49.9,0.3,5170,323,144259,2.621,15.006
201809,137019050,VELA PERFUMADA 1 CHICA,Centro de Anaquel,71,34.9,0.51,323,2865,144582,2.716,0.887
201810,137019050,VELA PERFUMADA 1 CHICA,Centro de Anaquel,71,39.9,0.44,2865,5564,144188,2.771,0.485
201811,137019050,VELA PERFUMADA 1 CHICA,Nivel Alto Anaquel,71,48.9,0.31,5564,747,148618,2.775,6.448
201812,137019050,VELA PERFUMADA 1 CHICA,Nivel Alto Anaquel,71,42.9,0.4,747,572,144560,2.794,0.306
201901,137019050,VELA PERFUMADA 1 CHICA,Nivel Alto Anaquel,71,38.9,0.45,572,2726,149276,2.81,0.79
201902,137019050,VELA PERFUMADA 1 CHICA,Nivel Alto Anaquel,71,42.9,0.4,2726,509,139074,2.772,4.356
201903,137019050,VELA PERFUMADA 1 CHICA,Centro de Anaquel,71,34.9,0.51,509,9505,139525,2.776,0.946
201904,137019050,VELA PERFUMADA 1 CHICA,Nivel Alto Anaquel,71,52.9,0.25,9505,296,137034,2.771,31.111
201907,137019050,VELA PERFUMADA 1 CHICA,Centro de Anaquel,71,34.9,0.51,296,1342,117980,2.791,0.779
201908,137019050,VELA PERFUMADA 1 CHICA,Nivel Alto Anaquel,71,42.9,0.4,1342,376,119003,2.811,2.569
201911,137019050,VELA PERFUMADA 1 CHICA,Nivel Alto Anaquel,72,49.9,0.31,376,328,119271,2.808,0.146
202001,137019050,VELA PERFUMADA 1 CHICA,Centro de Anaquel,72,32.45,0.55,328,1931,127615,2.81,0.83
202001,137019050,VELA PERFUMADA 1 CHICA,Nivel Alto Anaquel,72,42.9,0.4,1931,97,127615,2.81,18.907
202002,137019050,VELA PERFUMADA 1 CHICA,Nivel Alto Anaquel,72,49.9,0.31,97,310,118552,2.824,0.687
202003,137019050,VELA PERFUMADA 1 CHICA,Centro de Anaquel,72,34.9,0.52,310,8343,129348,2.83,0.963
202006,137019050,VELA PERFUMADA 1 CHICA,Nivel Alto Anaquel,72,41.9,0.42,8343,643,135748,2.848,11.975
202009,137019050,VELA PERFUMADA 1 CHICA,Nivel Alto Anaquel,72,43.9,0.39,643,792,142949,2.866,0.188
202010,137019050,VELA PERFUMADA 1 CHICA,Nivel Alto Anaquel,72,43.9,0.39,792,574,145019,2.872,0.38
202012,137019050,VELA PERFUMADA 1 CHICA,Nivel Alto Anaquel,72,49.9,0.31,574,377,143754,2.884,0.523
201802,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Bajo Anaquel,173,173,0,377,60,140209,2.554,5.283
201804,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Alto Anaquel,176,119.9,0.32,60,80,138996,2.587,0.25
201805,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Alto Anaquel,176,120.9,0.31,80,53,132480,2.594,0.509
201806,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Alto Anaquel,176,122.9,0.3,53,78,147994,2.586,0.321
201807,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Alto Anaquel,176,131.9,0.25,78,71,144259,2.621,0.099
201808,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Alto Anaquel,176,131.9,0.25,71,91,135043,2.629,0.22
201809,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Bajo Anaquel,176,176,0,91,32,144582,2.716,1.844
201810,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Alto Anaquel,176,131.9,0.25,32,64,144188,2.771,0.5
201811,142019010,VELA PERFUMADA 5 MEDIANA,Centro de Anaquel,176,94.9,0.46,64,861,148618,2.775,0.926
201812,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Alto Anaquel,176,128.9,0.27,861,72,144560,2.794,10.958
201902,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Bajo Anaquel,176,176,0,72,45,139074,2.772,0.6
201903,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Alto Anaquel,176,119.9,0.32,45,439,139525,2.776,0.897
201904,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Alto Anaquel,176,131.9,0.25,439,56,137034,2.771,6.839
201907,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Alto Anaquel,176,109.9,0.38,56,86,117980,2.791,0.349
201908,142019010,VELA PERFUMADA 5 MEDIANA,Cabecera de Gondola,176,89.9,0.49,86,555,119003,2.811,0.845
201908,142019010,VELA PERFUMADA 5 MEDIANA,Cabecera de Gondola,176,80.9,0.54,555,225,119003,2.811,1.467
201909,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Alto Anaquel,176,129.9,0.26,225,38,116299,2.821,4.921
201910,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Alto Anaquel,178,119.9,0.33,38,24,118188,2.806,0.583
202002,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Bajo Anaquel,178,178,0,24,19,118552,2.824,0.263
202004,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Alto Anaquel,178,129.9,0.27,19,81,132351,2.836,0.765
202005,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Alto Anaquel,178,119.9,0.33,81,104,136865,2.842,0.221
202006,142019010,VELA PERFUMADA 5 MEDIANA,Cabecera de Gondola,178,84.9,0.52,104,360,135748,2.848,0.711
202007,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Alto Anaquel,178,119.9,0.33,360,109,139501,2.854,2.303
202009,142019010,VELA PERFUMADA 5 MEDIANA,Nivel Alto Anaquel,178,119.9,0.33,109,107,142949,2.866,0.019
202010,142019010,VELA PERFUMADA 5 MEDIANA,Cabecera de Gondola,178,84.9,0.52,107,916,145019,2.872,0.883
201801,186019016,VELA PERFUMADA 11 GRANDE,Nivel Bajo Anaquel,169,169,0,916,34,125771,2.551,25.941
201803,186019016,VELA PERFUMADA 11 GRANDE,Nivel Alto Anaquel,169,124.9,0.26,34,109,137783,2.572,0.688
201804,186019016,VELA PERFUMADA 11 GRANDE,Nivel Alto Anaquel,172,128.9,0.25,109,96,138996,2.587,0.135
201805,186019016,VELA PERFUMADA 11 GRANDE,Cabecera de Gondola,172,90.9,0.47,96,1359,132480,2.594,0.929
201806,186019016,VELA PERFUMADA 11 GRANDE,Nivel Alto Anaquel,172,128.9,0.25,1359,119,147994,2.586,10.42
201807,186019016,VELA PERFUMADA 11 GRANDE,Nivel Bajo Anaquel,172,172,0,119,124,144259,2.621,0.04
201809,186019016,VELA PERFUMADA 11 GRANDE,Nivel Alto Anaquel,172,126.9,0.26,124,130,144582,2.716,0.046
201810,186019016,VELA PERFUMADA 11 GRANDE,Cabecera de Gondola,172,92.9,0.46,130,540,144188,2.771,0.759
201811,186019016,VELA PERFUMADA 11 GRANDE,Nivel Alto Anaquel,172,128.9,0.25,540,140,148618,2.775,2.857
201812,186019016,VELA PERFUMADA 11 GRANDE,Nivel Alto Anaquel,172,128.9,0.25,140,72,144560,2.794,0.944
201901,186019016,VELA PERFUMADA 11 GRANDE,Nivel Alto Anaquel,172,124.9,0.27,72,111,149276,2.81,0.351
201903,186019016,VELA PERFUMADA 11 GRANDE,Nivel Alto Anaquel,172,128.9,0.25,111,81,139525,2.776,0.37
201904,186019016,VELA PERFUMADA 11 GRANDE,Cabecera de Gondola,172,89.9,0.48,81,1513,137034,2.771,0.946
201906,186019016,VELA PERFUMADA 11 GRANDE,Nivel Alto Anaquel,172,129.9,0.24,1513,109,131891,2.79,12.881
201908,186019016,VELA PERFUMADA 11 GRANDE,Nivel Alto Anaquel,172,119.9,0.3,109,99,119003,2.811,0.101
201909,186019016,VELA PERFUMADA 11 GRANDE,Cabecera de Gondola,172,89.9,0.48,99,998,116299,2.821,0.901
201911,186019016,VELA PERFUMADA 11 GRANDE,Nivel Bajo Anaquel,174,174,0,998,93,119271,2.808,9.731
201912,186019016,VELA PERFUMADA 11 GRANDE,Cabecera de Gondola,174,89.9,0.48,93,1089,119694,2.798,0.915
202001,186019016,VELA PERFUMADA 11 GRANDE,Nivel Alto Anaquel,174,129.9,0.25,1089,104,127615,2.81,9.471
202004,186019016,VELA PERFUMADA 11 GRANDE,Nivel Bajo Anaquel,174,174,0,104,59,132351,2.836,0.763
202005,186019016,VELA PERFUMADA 11 GRANDE,Nivel Alto Anaquel,174,119.9,0.31,59,103,136865,2.842,0.427
202007,186019016,VELA PERFUMADA 11 GRANDE,Nivel Alto Anaquel,174,119.9,0.31,103,112,139501,2.854,0.08
202009,186019016,VELA PERFUMADA 11 GRANDE,Nivel Alto Anaquel,174,123.9,0.29,112,109,142949,2.866,0.028
202011,186019016,VELA PERFUMADA 11 GRANDE,Nivel Alto Anaquel,174,123.9,0.29,109,105,147122,2.878,0.038
201801,227019071,VELA PERFUMADA 8 GRANDE,Nivel Alto Anaquel,169,118.9,0.3,105,70,125771,2.551,0.5
201802,227019071,VELA PERFUMADA 8 GRANDE,Nivel Bajo Anaquel,169,169,0,70,31,140209,2.554,1.258
201804,227019071,VELA PERFUMADA 8 GRANDE,Nivel Alto Anaquel,172,128.9,0.25,31,57,138996,2.587,0.456
201805,227019071,VELA PERFUMADA 8 GRANDE,Nivel Bajo Anaquel,172,172,0,57,47,132480,2.594,0.213
201806,227019071,VELA PERFUMADA 8 GRANDE,Nivel Alto Anaquel,172,120.9,0.3,47,116,147994,2.586,0.595
201807,227019071,VELA PERFUMADA 8 GRANDE,Nivel Alto Anaquel,172,120.9,0.3,116,113,144259,2.621,0.027
201808,227019071,VELA PERFUMADA 8 GRANDE,Nivel Bajo Anaquel,172,172,0,113,545,135043,2.629,0.793
201810,227019071,VELA PERFUMADA 8 GRANDE,Centro de Anaquel,172,92.9,0.46,545,787,144188,2.771,0.307
201811,227019071,VELA PERFUMADA 8 GRANDE,Nivel Alto Anaquel,172,128.9,0.25,787,170,148618,2.775,3.629
201812,227019071,VELA PERFUMADA 8 GRANDE,Nivel Alto Anaquel,172,119.9,0.3,170,117,144560,2.794,0.453
201901,227019071,VELA PERFUMADA 8 GRANDE,Nivel Alto Anaquel,172,119.9,0.3,117,71,149276,2.81,0.648
